aib_administrative,aib_administrative_duration,aib_bouncerates,aib_browser,aib_exitrates,importsequencenumber,aib_informational,aib_informational_duration,aib_month,aib_name,aib_onlineshopperintentionid,aib_operatingsystems,aib_pagevalues,aib_productrelated,aib_productrelated_duration,aib_region,aib_revenue,aib_specialday,statuscode,statecode,timezoneruleversionnumber,aib_traffictype,utcconversiontimezonecode,versionnumber,aib_visitortype,aib_weekend,owningbusinessunit
0,0,0,2,0.02,7,0,0,Sep,Customer5934,6a3d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,25,701.88,1,FALSE,0,Active,Active,,2,,5361809,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,15.2,0,2,0.01,7,0,0,Aug,Customer5933,683d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,19,348.6,7,TRUE,0,Active,Active,,3,,5361808,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,24,0,2,0.03,7,0,0,Mar,Customer5932,663d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,6,58,8,FALSE,0,Active,Active,,2,,5361807,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.01,7,0,0,Mar,Customer5931,643d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,19,370.38,1,FALSE,0,Active,Active,,2,,5361806,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.05,7,0,0,Nov,Customer5930,623d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,4,75.5,1,FALSE,0,Active,Active,,8,,5361805,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,226.09,0,1,0,7,0,0,Oct,Customer5929,603d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,37,692.87,4,FALSE,0,Active,Active,,4,,5361804,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,433.1,0.01,2,0.02,7,2,309,May,Customer5928,5e3d214a-cc7d-ea11-a837-000d3af9a8e2,2,7.98,36,1523.42,1,FALSE,0,Active,Active,,2,,5361803,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,201.37,0,2,0.01,7,1,204,Nov,Customer5927,5c3d214a-cc7d-ea11-a837-000d3af9a8e2,3,42.78,116,2764.29,2,TRUE,0,Active,Active,,2,,5361802,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.05,7,0,0,Mar,Customer5926,5a3d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,4,50,3,FALSE,0,Active,Active,,1,,5361801,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.03,7,0,0,Nov,Customer5925,583d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,60,1315.18,3,TRUE,0,Active,Active,,2,,5361800,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.04,2,0.07,7,0,0,May,Customer5924,563d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,9,83,1,FALSE,0.6,Active,Active,,2,,5361799,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,41,0.01,2,0.03,7,1,9.31,May,Customer5923,543d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,49,1042.42,6,FALSE,0.6,Active,Active,,3,,5361798,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.05,2,0.1,7,0,0,Nov,Customer5922,523d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,4,251,4,FALSE,0,Active,Active,,3,,5361797,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,5,0.04,7,0,0,May,Customer5921,503d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,33,1703.32,3,FALSE,0.6,Active,Active,,1,,5361796,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,2,0.2,7,0,0,Nov,Customer5920,4e3d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,1,0,4,FALSE,0,Active,Active,,1,,5361795,Other,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.05,2,0.06,7,0,0,Dec,Customer5919,4c3d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,8,866,2,FALSE,0,Active,Active,,6,,5361794,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,9,0,2,0.01,7,0,0,Nov,Customer5918,4a3d214a-cc7d-ea11-a837-000d3af9a8e2,2,36.08,26,623.03,4,FALSE,0,Active,Active,,20,,5361793,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.04,2,0.06,7,0,0,Jul,Customer5917,483d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,45,1387.27,9,FALSE,0,Active,Active,,13,,5361792,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Nov,Customer5916,463d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,22,573.75,8,FALSE,0,Active,Active,,2,,5361791,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Nov,Customer5915,443d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,46,3346.04,3,TRUE,0,Active,Active,,2,,5361790,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
11,361.48,0.01,2,0.02,7,1,68,May,Customer5914,423d214a-cc7d-ea11-a837-000d3af9a8e2,2,6.07,35,625.09,2,FALSE,0,Active,Active,,2,,5361789,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,Mar,Customer5913,403d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,2,8,5,FALSE,0,Active,Active,,1,,5361788,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,275.1,0.01,2,0.01,7,2,43.4,Sep,Customer5912,3e3d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,31,1108.65,1,FALSE,0,Active,Active,,13,,5361787,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,168.17,0,4,0.01,7,0,0,Nov,Customer5911,3c3d214a-cc7d-ea11-a837-000d3af9a8e2,2,67.31,70,2146.76,5,FALSE,0,Active,Active,,2,,5361786,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
7,718,0.01,2,0.02,7,0,0,Nov,Customer5910,3a3d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,15,644.25,1,FALSE,0,Active,Active,,2,,5361785,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.05,7,0,0,Nov,Customer5909,383d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,2,64.5,8,FALSE,0,Active,Active,,2,,5361784,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Mar,Customer5908,363d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,9,223,5,FALSE,0,Active,Active,,2,,5361783,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.05,2,0.07,7,0,0,Nov,Customer5907,343d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,21,706.7,3,FALSE,0,Active,Active,,2,,5361782,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,5,0.01,7,0,0,Nov,Customer5906,323d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,22,1368,7,FALSE,0,Active,Active,,3,,5361781,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.02,7,0,0,Dec,Customer5905,303d214a-cc7d-ea11-a837-000d3af9a8e2,2,40.4,15,734.25,9,TRUE,0,Active,Active,,2,,5361780,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.03,1,0.02,7,0,0,May,Customer5904,2e3d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,36,777.22,7,FALSE,1,Active,Active,,3,,5361779,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,2,0.2,7,0,0,Aug,Customer5903,2c3d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,2,0,8,FALSE,0,Active,Active,,1,,5361778,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,99.5,0,1,0.02,7,0,0,Mar,Customer5902,2a3d214a-cc7d-ea11-a837-000d3af9a8e2,1,12.53,16,315.17,6,TRUE,0,Active,Active,,3,,5361777,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,26,0,4,0.01,7,0,0,Mar,Customer5901,283d214a-cc7d-ea11-a837-000d3af9a8e2,2,20.26,16,638.83,2,FALSE,0,Active,Active,,2,,5361776,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,26.5,0,2,0.01,7,0,0,Nov,Customer5900,263d214a-cc7d-ea11-a837-000d3af9a8e2,2,3.74,71,1260.44,1,TRUE,0,Active,Active,,1,,5361775,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,4,0.03,7,0,0,May,Customer5899,243d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,13,473,2,FALSE,0,Active,Active,,3,,5361774,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.07,7,0,0,Nov,Customer5898,223d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,8,181,4,FALSE,0,Active,Active,,13,,5361773,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
10,1271.5,0,2,0.01,7,0,0,May,Customer5897,203d214a-cc7d-ea11-a837-000d3af9a8e2,2,71.47,41,1221.14,2,TRUE,0,Active,Active,,4,,5361772,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0,7,0,0,May,Customer5896,1e3d214a-cc7d-ea11-a837-000d3af9a8e2,1,39.98,37,607.47,1,TRUE,0,Active,Active,,2,,5361771,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.06,2,0.07,7,0,0,Mar,Customer5895,1c3d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,18,771.08,3,FALSE,0,Active,Active,,1,,5361770,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.03,7,0,0,May,Customer5894,1a3d214a-cc7d-ea11-a837-000d3af9a8e2,2,64.79,8,149,1,TRUE,0,Active,Active,,2,,5361769,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,2,0.2,7,0,0,May,Customer5893,183d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,3,0,1,FALSE,0.6,Active,Active,,13,,5361768,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.06,7,0,0,May,Customer5892,163d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,30,2759.83,6,FALSE,0,Active,Active,,13,,5361767,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,Mar,Customer5891,143d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,2,19,3,FALSE,0,Active,Active,,11,,5361766,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0,7,0,0,Nov,Customer5890,123d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,30,805.83,3,FALSE,0,Active,Active,,8,,5361765,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,112.27,0.01,5,0.03,7,0,0,Sep,Customer5889,103d214a-cc7d-ea11-a837-000d3af9a8e2,2,0,149,4304.37,1,FALSE,0,Active,Active,,1,,5361764,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,10,0,1,0.02,7,0,0,Nov,Customer5888,0e3d214a-cc7d-ea11-a837-000d3af9a8e2,1,60.62,12,220.27,1,TRUE,0,Active,Active,,8,,5361763,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,315.17,0.01,2,0.01,7,1,85,Dec,Customer5887,0c3d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,10,402.81,2,TRUE,0,Active,Active,,2,,5361762,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,May,Customer5886,0a3d214a-cc7d-ea11-a837-000d3af9a8e2,3,0,1,51,3,FALSE,0,Active,Active,,3,,5361761,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
19,230.39,0.01,1,0.01,7,3,48.3,Jul,Customer5885,083d214a-cc7d-ea11-a837-000d3af9a8e2,1,0.45,111,3276.19,3,FALSE,0,Active,Active,,3,,5361760,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.07,7,0,0,Nov,Customer5884,063d214a-cc7d-ea11-a837-000d3af9a8e2,4,0,3,35,1,FALSE,0,Active,Active,,1,,5361759,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,100,0.02,2,0.05,7,0,0,Dec,Customer5883,043d214a-cc7d-ea11-a837-000d3af9a8e2,1,0,7,137.25,3,FALSE,0,Active,Active,,3,,5361758,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,492.42,0.01,2,0.02,7,4,384,Mar,Customer5882,023d214a-cc7d-ea11-a837-000d3af9a8e2,2,11.11,52,4699.28,1,TRUE,0,Active,Active,,2,,5361757,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,151.57,0,2,0.01,7,0,0,Nov,Customer5881,003d214a-cc7d-ea11-a837-000d3af9a8e2,3,1.94,54,2446.14,1,TRUE,0,Active,Active,,3,,5361756,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
10,1222.4,0,2,0,7,0,0,Sep,Customer5880,fe3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,26,2988.88,1,FALSE,0,Active,Active,,2,,5361755,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,124,0,2,0.02,7,0,0,Aug,Customer5879,fb3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,2,112.8,1,FALSE,0,Active,Active,,1,,5361754,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,848.14,0,2,0,7,4,388.67,Mar,Customer5878,f93c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,33,595.01,1,FALSE,0,Active,Active,,10,,5361753,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.01,7,1,8,Nov,Customer5877,f73c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,21,936.64,3,FALSE,0,Active,Active,,2,,5361752,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.1,2,0.15,7,0,0,May,Customer5876,f53c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,4,352,1,FALSE,0.8,Active,Active,,13,,5361751,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.02,2,0.05,7,0,0,May,Customer5875,f33c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,12,201.67,3,FALSE,0.6,Active,Active,,1,,5361750,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.03,2,0.06,7,0,0,Nov,Customer5874,f13c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,7,2478,1,TRUE,0,Active,Active,,11,,5361749,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,May,Customer5873,ef3c214a-cc7d-ea11-a837-000d3af9a8e2,2,10.52,22,892,7,TRUE,0,Active,Active,,4,,5361748,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.01,7,0,0,Mar,Customer5872,ed3c214a-cc7d-ea11-a837-000d3af9a8e2,4,0,44,1112,4,FALSE,0,Active,Active,,3,,5361747,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,123,0.01,1,0.03,7,1,12.25,Dec,Customer5871,eb3c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,26,934.15,3,FALSE,0,Active,Active,,3,,5361746,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,199,0,2,0.05,7,0,0,May,Customer5870,e93c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,10,155,3,FALSE,0,Active,Active,,1,,5361745,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.04,2,0.04,7,2,63.5,Nov,Customer5869,e73c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,14,376,2,TRUE,0,Active,Active,,11,,5361744,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.03,7,2,75,Feb,Customer5868,e53c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,14,442.33,3,FALSE,0.8,Active,Active,,3,,5361743,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,5,0.04,7,0,0,Dec,Customer5867,e33c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,5,187.5,8,FALSE,0,Active,Active,,2,,5361742,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
18,505.4,0.01,2,0.03,7,1,10,Dec,Customer5866,e13c214a-cc7d-ea11-a837-000d3af9a8e2,2,4.53,105,4434.28,1,FALSE,0,Active,Active,,1,,5361741,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
13,249.39,0,2,0.01,7,1,103,Nov,Customer5865,df3c214a-cc7d-ea11-a837-000d3af9a8e2,2,6.73,71,2582.7,1,FALSE,0,Active,Active,,2,,5361740,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,6,0,2,0.06,7,0,0,Dec,Customer5864,dd3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,6,125,6,FALSE,0,Active,Active,,1,,5361739,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,115,0,1,0.02,7,0,0,Dec,Customer5863,db3c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,6,132.75,7,FALSE,0,Active,Active,,2,,5361738,New_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,1,0.03,7,0,0,Dec,Customer5862,d93c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,21,947.39,1,FALSE,0,Active,Active,,10,,5361737,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,12.6,0,10,0.01,7,0,0,Jul,Customer5861,d73c214a-cc7d-ea11-a837-000d3af9a8e2,2,15.89,6,140.7,3,TRUE,0,Active,Active,,2,,5361736,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,46.14,0.01,2,0.03,7,0,0,Nov,Customer5860,d53c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,51,1346.63,3,FALSE,0,Active,Active,,2,,5361735,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
8,256.5,0.01,2,0.03,7,1,0,Nov,Customer5859,d33c214a-cc7d-ea11-a837-000d3af9a8e2,3,3.37,57,1319.37,3,TRUE,0,Active,Active,,2,,5361734,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,50.5,0,2,0.01,7,3,54,Mar,Customer5858,d13c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,41,1490.55,1,FALSE,0,Active,Active,,2,,5361733,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,153.92,0,2,0.01,7,0,0,Dec,Customer5857,cf3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,97,1935.89,4,FALSE,0,Active,Active,,2,,5361732,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.02,7,0,0,Nov,Customer5856,cd3c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,14,1324.13,1,FALSE,0,Active,Active,,2,,5361731,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,Nov,Customer5855,cb3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,32,2479.34,3,FALSE,0,Active,Active,,7,,5361730,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,1,0.2,7,0,0,May,Customer5854,c93c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,2,0,1,FALSE,0.6,Active,Active,,3,,5361729,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.06,7,0,0,May,Customer5853,c73c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,10,482.5,9,FALSE,1,Active,Active,,4,,5361728,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.07,2,0.11,7,0,0,May,Customer5852,c53c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,20,275.67,1,FALSE,0,Active,Active,,4,,5361727,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.1,7,0,0,May,Customer5851,c33c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,2,34,1,FALSE,0,Active,Active,,4,,5361726,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,May,Customer5850,c13c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,47,1447.58,3,FALSE,0.6,Active,Active,,3,,5361725,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.04,7,0,0,Mar,Customer5849,bf3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,5,94.5,1,FALSE,0,Active,Active,,1,,5361724,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.03,7,0,0,Nov,Customer5848,bd3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,15,275.5,3,FALSE,0,Active,Active,,2,,5361723,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.07,1,0.17,7,0,0,Mar,Customer5847,bb3c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,3,79,3,FALSE,0,Active,Active,,3,,5361722,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
6,573.5,0.01,2,0.02,7,1,0,Mar,Customer5846,b93c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,33,1946.94,3,FALSE,0,Active,Active,,2,,5361721,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.03,2,0.03,7,0,0,Oct,Customer5845,b73c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,20,1116.47,6,FALSE,0,Active,Active,,1,,5361720,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
5,91.32,0.01,1,0.02,7,0,0,Nov,Customer5844,b53c214a-cc7d-ea11-a837-000d3af9a8e2,1,7.91,29,1352.98,6,FALSE,0,Active,Active,,1,,5361719,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.07,7,1,85,May,Customer5843,b33c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,2,35.5,8,FALSE,0.4,Active,Active,,1,,5361718,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,12,0.03,2,0.03,7,0,0,Nov,Customer5842,b13c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,16,565.42,1,FALSE,0,Active,Active,,10,,5361717,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
9,152.88,0,2,0.01,7,2,54.92,Nov,Customer5841,af3c214a-cc7d-ea11-a837-000d3af9a8e2,2,1.02,85,2971.25,3,TRUE,0,Active,Active,,1,,5361716,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.07,2,0.13,7,0,0,May,Customer5840,ad3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,3,91,3,FALSE,0,Active,Active,,11,,5361715,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
3,35,0.01,2,0.02,7,3,32.5,Nov,Customer5839,ab3c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,290,11240.98,1,FALSE,0,Active,Active,,13,,5361714,Returning_Visitor,TRUE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,Dec,Customer5838,a93c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,87,4403.38,6,FALSE,0,Active,Active,,2,,5361713,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
1,94,0,2,0.02,7,0,0,May,Customer5837,a73c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,10,332.75,3,FALSE,0,Active,Active,,6,,5361712,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,1,0.03,7,0,0,Dec,Customer5836,a53c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,3,159,1,FALSE,0,Active,Active,,1,,5361711,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.2,1,0.2,7,0,0,May,Customer5835,a33c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,1,0,1,FALSE,0,Active,Active,,6,,5361710,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.01,7,0,0,Dec,Customer5834,a13c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,5,168.9,1,FALSE,0,Active,Active,,2,,5361709,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.03,7,0,0,Mar,Customer5833,9f3c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,2,36.5,1,FALSE,0,Active,Active,,1,,5361708,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0.01,2,0.04,7,0,0,Nov,Customer5832,9d3c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,20,333.33,7,FALSE,0,Active,Active,,1,,5361707,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
4,43.47,0,1,0.03,7,0,0,Sep,Customer5831,9b3c214a-cc7d-ea11-a837-000d3af9a8e2,1,0,4,27.27,1,TRUE,0,Active,Active,,5,,5361706,New_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
0,0,0,2,0.05,7,0,0,May,Customer5830,993c214a-cc7d-ea11-a837-000d3af9a8e2,3,0,2,27,3,FALSE,0,Active,Active,,3,,5361705,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
2,423.6,0.01,2,0.02,7,0,0,Aug,Customer5829,973c214a-cc7d-ea11-a837-000d3af9a8e2,2,0,46,2031.51,4,FALSE,0,Active,Active,,1,,5361704,Returning_Visitor,FALSE,321d12e4-7e63-ea11-a830-000d3afd27a1
