aibtest_age,aibtest_b,aibtest_chas,aibtest_crim,aibtest_dis,aibtest_indus,aibtest_lstat,aibtest_medv,new_expl_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_pred_3c39f59f_770a_4b1d_baf1_65f95da65b00,new_p1_3c39f59f_770a_4b1d_baf1_65f95da65b00,aibtest_nox,aibtest_ptratio,aibtest_rad,aibtest_rm,aibtest_tax,aibtest_uci_boston_housingid,aibtest_zn,importsequencenumber,aibtest_uci_boston_housing_name,statuscode,statecode,timezoneruleversionnumber,utcconversiontimezonecode,versionnumber,organizationid
27.6,393.45,1,0.06,4.86,6.41,4.16,33.1,,,,0.45,17.6,4,6.83,254,7f1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390111,d9024a18-5ac4-4fcd-8db4-e74652d96d30
49,389.25,1,0.1,4.79,6.41,6.05,33.2,,,,0.45,17.6,4,7.27,254,7e1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390110,d9024a18-5ac4-4fcd-8db4-e74652d96d30
42.8,396.9,0,0.1,4.27,6.41,2.98,32,,,,0.45,17.6,4,6.85,254,7d1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390109,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.9,396.9,1,0.06,4.08,6.41,3.53,32.4,,,,0.45,17.6,4,6.76,254,7c1d0bf0-c96e-ea11-a811-000d3af77de6,40,,,Active,Active,,,3390108,d9024a18-5ac4-4fcd-8db4-e74652d96d30
51.8,390.77,1,0.22,4.37,6.96,6.58,35.2,,,,0.46,18.6,3,7.69,223,7b1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390107,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.7,394.96,0,0.11,3.92,6.96,7.73,24.4,,,,0.46,18.6,3,6.54,223,7a1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390106,d9024a18-5ac4-4fcd-8db4-e74652d96d30
16.3,396.9,0,0.16,4.43,6.96,6.59,25.2,,,,0.46,18.6,3,6.24,223,791d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390105,d9024a18-5ac4-4fcd-8db4-e74652d96d30
42.1,388.65,0,0.3,4.43,6.96,13,21.1,,,,0.46,18.6,3,5.86,223,781d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390104,d9024a18-5ac4-4fcd-8db4-e74652d96d30
61.5,391.34,1,0.09,3.92,6.96,13.65,20.7,,,,0.46,18.6,3,5.92,223,771d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390103,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.6,390.3,0,0.54,2.87,3.97,3.16,43.5,,,,0.57,13,5,7.47,264,761d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390102,d9024a18-5ac4-4fcd-8db4-e74652d96d30
67,384.54,0,0.58,2.42,3.97,7.44,50,,,,0.57,13,5,8.3,264,751d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390101,d9024a18-5ac4-4fcd-8db4-e74652d96d30
84.6,384.07,0,0.79,2.13,3.97,14.79,30.7,,,,0.65,13,5,7.01,264,741d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390100,d9024a18-5ac4-4fcd-8db4-e74652d96d30
62.8,392.4,0,0.76,1.99,3.97,10.45,22.8,,,,0.65,13,5,5.56,264,731d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390099,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.6,387.89,0,0.55,1.93,3.97,8.1,36.5,,,,0.65,13,5,7.21,264,721d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390098,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.5,393.42,0,0.83,2.08,3.97,11.25,31,,,,0.65,13,5,7.33,264,711d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390097,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.5,386.86,0,0.52,2.29,3.97,5.91,48.8,,,,0.65,13,5,8.4,264,6f1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390096,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89.4,388.37,0,0.53,2.14,3.97,7.26,43.1,,,,0.65,13,5,7.52,264,6e1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390095,d9024a18-5ac4-4fcd-8db4-e74652d96d30
81.8,392.8,0,0.54,2.11,3.97,9.59,33.8,,,,0.65,13,5,7.2,264,6d1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390094,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,391.93,0,0.66,2.01,3.97,6.9,30.1,,,,0.65,13,5,6.84,264,6c1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390093,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,383.29,0,0.66,1.89,3.97,7.79,36,,,,0.65,13,5,7.33,264,6b1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390092,d9024a18-5ac4-4fcd-8db4-e74652d96d30
86.9,389.7,0,0.61,1.8,3.97,5.12,50,,,,0.65,13,5,8.7,264,6a1d0bf0-c96e-ea11-a811-000d3af77de6,20,,,Active,Active,,,3390091,d9024a18-5ac4-4fcd-8db4-e74652d96d30
34.2,386.34,0,0.02,6.34,3.75,3.11,44,,,,0.39,15.9,3,7.45,244,691d0bf0-c96e-ea11-a811-000d3af77de6,90,,,Active,Active,,,3390090,d9024a18-5ac4-4fcd-8db4-e74652d96d30
19.1,395.18,0,0.04,9.22,3.64,9.25,20.9,,,,0.39,16.4,1,5.88,315,681d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390089,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32,392.89,0,0.05,9.22,3.64,6.57,21.9,,,,0.39,16.4,1,6.11,315,671d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390088,d9024a18-5ac4-4fcd-8db4-e74652d96d30
8.4,396.9,0,0.37,8.91,5.86,3.54,42.8,,,,0.43,19.1,7,8.26,330,661d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390087,d9024a18-5ac4-4fcd-8db4-e74652d96d30
6.8,386.09,0,0.08,8.91,5.86,3.53,29.6,,,,0.43,19.1,7,6.96,330,651d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390086,d9024a18-5ac4-4fcd-8db4-e74652d96d30
8.9,377.07,0,0.21,7.4,5.86,3.59,24.8,,,,0.43,19.1,7,6.44,330,641d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390085,d9024a18-5ac4-4fcd-8db4-e74652d96d30
13,396.28,0,0.14,7.4,5.86,5.9,24.4,,,,0.43,19.1,7,6.49,330,631d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390084,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17.5,393.74,0,0.19,7.83,5.86,6.56,26.2,,,,0.43,19.1,7,6.72,330,621d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390083,d9024a18-5ac4-4fcd-8db4-e74652d96d30
49.1,374.71,0,0.16,7.83,5.86,9.52,24.5,,,,0.43,19.1,7,6.43,330,611d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390082,d9024a18-5ac4-4fcd-8db4-e74652d96d30
79.2,376.14,0,0.2,8.06,5.86,10.15,20.5,,,,0.43,19.1,7,6.23,330,601d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390081,d9024a18-5ac4-4fcd-8db4-e74652d96d30
34.9,390.18,0,0.34,8.06,5.86,9.16,24.3,,,,0.43,19.1,7,6.11,330,5f1d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390080,d9024a18-5ac4-4fcd-8db4-e74652d96d30
70.2,389.13,0,0.19,7.95,5.86,18.46,18.5,,,,0.43,19.1,7,5.6,330,5e1d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390079,d9024a18-5ac4-4fcd-8db4-e74652d96d30
76.5,372.49,0,0.21,7.95,5.86,12.5,17.6,,,,0.43,19.1,7,5.59,330,5d1d0bf0-c96e-ea11-a811-000d3af77de6,22,,,Active,Active,,,3390078,d9024a18-5ac4-4fcd-8db4-e74652d96d30
7.8,374.71,0,0.13,7.04,4.93,5.19,23.7,,,,0.43,16.6,6,6.39,300,5c1d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390077,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.9,372.75,0,0.1,7.04,4.93,11.22,22.2,,,,0.43,16.6,6,6.36,300,5b1d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390076,d9024a18-5ac4-4fcd-8db4-e74652d96d30
65.1,394.62,0,0.11,6.34,4.93,12.4,20.1,,,,0.43,16.6,6,6.1,300,5a1d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390075,d9024a18-5ac4-4fcd-8db4-e74652d96d30
54.3,391.25,0,0.11,6.34,4.93,11.38,22,,,,0.43,16.6,6,6.9,300,591d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390074,d9024a18-5ac4-4fcd-8db4-e74652d96d30
42.2,383.78,0,0.09,6.19,4.93,7.37,23.3,,,,0.43,16.6,6,6.61,300,581d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390073,d9024a18-5ac4-4fcd-8db4-e74652d96d30
18.5,379.41,0,0.08,6.19,4.93,6.36,23.7,,,,0.43,16.6,6,6.48,300,571d0bf0-c96e-ea11-a811-000d3af77de6,30,,,Active,Active,,,3390072,d9024a18-5ac4-4fcd-8db4-e74652d96d30
71.6,390.07,0,0.51,4.15,6.2,4.73,31.5,,,,0.51,17.4,8,7.36,307,561d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390071,d9024a18-5ac4-4fcd-8db4-e74652d96d30
76.5,388.45,1,0.52,4.15,6.2,9.54,25.1,,,,0.51,17.4,8,6.63,307,551d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390070,d9024a18-5ac4-4fcd-8db4-e74652d96d30
61.5,376.75,0,0.33,3.65,6.2,10.88,24,,,,0.51,17.4,8,6.09,307,541d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390069,d9024a18-5ac4-4fcd-8db4-e74652d96d30
66.5,360.2,1,0.45,3.65,6.2,8.05,29,,,,0.51,17.4,8,6.73,307,531d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390068,d9024a18-5ac4-4fcd-8db4-e74652d96d30
70.4,378.95,0,0.33,3.65,6.2,3.95,48.3,,,,0.51,17.4,8,8.25,307,521d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390067,d9024a18-5ac4-4fcd-8db4-e74652d96d30
73.3,385.91,0,0.58,3.84,6.2,2.47,41.7,,,,0.51,17.4,8,8.34,307,511d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390066,d9024a18-5ac4-4fcd-8db4-e74652d96d30
76.9,376.14,0,0.46,3.67,6.2,5.25,31.7,,,,0.5,17.4,8,7.41,307,501d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390065,d9024a18-5ac4-4fcd-8db4-e74652d96d30
68.1,378.35,0,0.54,3.67,6.2,11.65,24.3,,,,0.5,17.4,8,5.98,307,4f1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390064,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.4,380.34,0,0.44,3.38,6.2,3.76,31.5,,,,0.5,17.4,8,6.55,307,4e1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390063,d9024a18-5ac4-4fcd-8db4-e74652d96d30
17,377.51,0,0.3,3.38,6.2,3.92,46.7,,,,0.5,17.4,8,7.69,307,4d1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390062,d9024a18-5ac4-4fcd-8db4-e74652d96d30
79.9,372.08,0,0.41,3.22,6.2,6.36,31.6,,,,0.5,17.4,8,7.16,307,4c1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390061,d9024a18-5ac4-4fcd-8db4-e74652d96d30
86.5,387.38,0,0.38,3.22,6.2,3.13,37.6,,,,0.5,17.4,8,8.04,307,4b1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390060,d9024a18-5ac4-4fcd-8db4-e74652d96d30
83,382,0,0.53,2.89,6.2,4.63,50,,,,0.5,17.4,8,8.72,307,4a1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390059,d9024a18-5ac4-4fcd-8db4-e74652d96d30
78.3,385.05,0,0.32,2.89,6.2,4.14,44.8,,,,0.5,17.4,8,8.27,307,491d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390058,d9024a18-5ac4-4fcd-8db4-e74652d96d30
80.8,396.9,0,0.61,3.27,6.2,7.6,30.1,,,,0.51,17.4,8,6.62,307,481d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390057,d9024a18-5ac4-4fcd-8db4-e74652d96d30
77.7,390.39,1,0.62,3.27,6.2,9.93,27.5,,,,0.51,17.4,8,6.88,307,471d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390056,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.3,395.24,1,0.41,3.05,6.2,21.46,21.7,,,,0.51,17.4,8,6.16,307,461d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390055,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.5,391.7,1,0.36,2.86,6.2,9.71,26.7,,,,0.51,17.4,8,6.95,307,451d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390054,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.4,393.74,1,0.11,3.36,13.89,10.5,23,,,,0.55,16.4,5,6.37,276,441d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390053,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.8,396.9,1,0.11,2.89,13.89,17.92,21.5,,,,0.55,16.4,5,5.95,276,431d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390052,d9024a18-5ac4-4fcd-8db4-e74652d96d30
85.1,392.78,0,0.07,3.42,13.89,9.69,28.7,,,,0.55,16.4,5,6.64,276,421d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390051,d9024a18-5ac4-4fcd-8db4-e74652d96d30
56,392.8,1,0.05,3.11,13.89,13.51,23.3,,,,0.55,16.4,5,5.89,276,411d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390050,d9024a18-5ac4-4fcd-8db4-e74652d96d30
42.4,393.63,0,0.2,3.95,10.59,9.47,25,,,,0.49,18.6,4,6.18,277,401d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390049,d9024a18-5ac4-4fcd-8db4-e74652d96d30
9.8,348.93,0,0.29,3.59,10.59,29.55,23.7,,,,0.49,18.6,4,5.41,277,3f1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390048,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32.3,385.81,0,0.14,3.95,10.59,9.38,28.1,,,,0.49,18.6,4,6.38,277,3e1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390047,d9024a18-5ac4-4fcd-8db4-e74652d96d30
53.8,390.94,1,0.22,3.65,10.59,16.03,22.4,,,,0.49,18.6,4,5.81,277,3d1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390046,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.6,395.24,1,0.38,3.66,10.59,23.98,19.3,,,,0.49,18.6,4,5.4,277,3c1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390045,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.1,393.25,1,0.17,3.88,10.59,17.27,21.7,,,,0.49,18.6,4,5.96,277,3b1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390044,d9024a18-5ac4-4fcd-8db4-e74652d96d30
100,396.9,1,0.44,3.88,10.59,23.09,20,,,,0.49,18.6,4,5.34,277,3a1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390043,d9024a18-5ac4-4fcd-8db4-e74652d96d30
59.1,381.32,1,0.14,4.24,10.59,14.66,24.4,,,,0.49,18.6,4,6.06,277,391d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390042,d9024a18-5ac4-4fcd-8db4-e74652d96d30
72.7,389.43,0,0.25,4.35,10.59,18.06,22.5,,,,0.49,18.6,4,5.78,277,381d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390041,d9024a18-5ac4-4fcd-8db4-e74652d96d30
52.5,394.87,0,0.23,4.35,10.59,10.97,24.4,,,,0.49,18.6,4,6.33,277,371d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390040,d9024a18-5ac4-4fcd-8db4-e74652d96d30
22.3,396.9,0,0.14,3.95,10.59,10.87,22.6,,,,0.49,18.6,4,5.89,277,361d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390039,d9024a18-5ac4-4fcd-8db4-e74652d96d30
31.9,390.55,0,0.02,5.12,2.68,2.88,50,,,,0.42,14.7,4,8.03,224,351d0bf0-c96e-ea11-a811-000d3af77de6,95,,,Active,Active,,,3390038,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33.2,392.78,0,0.04,5.12,2.68,3.81,48.5,,,,0.42,14.7,4,7.85,224,341d0bf0-c96e-ea11-a811-000d3af77de6,95,,,Active,Active,,,3390037,d9024a18-5ac4-4fcd-8db4-e74652d96d30
15.7,395.38,0,0.02,6.27,2.03,3.11,42.3,,,,0.42,14.7,2,7.61,348,331d0bf0-c96e-ea11-a811-000d3af77de6,82.5,,,Active,Active,,,3390036,d9024a18-5ac4-4fcd-8db4-e74652d96d30
38.4,393.77,0,0.03,6.27,2.03,7.43,24.1,,,,0.42,14.7,2,6.16,348,321d0bf0-c96e-ea11-a811-000d3af77de6,82.5,,,Active,Active,,,3390035,d9024a18-5ac4-4fcd-8db4-e74652d96d30
13.9,384.3,0,0.02,7.65,1.47,4.45,32.9,,,,0.4,17,3,7.14,402,311d0bf0-c96e-ea11-a811-000d3af77de6,95,,,Active,Active,,,3390034,d9024a18-5ac4-4fcd-8db4-e74652d96d30
15.3,396.9,0,0.03,7.65,1.47,4.56,34.9,,,,0.4,17,3,6.98,402,301d0bf0-c96e-ea11-a811-000d3af77de6,95,,,Active,Active,,,3390033,d9024a18-5ac4-4fcd-8db4-e74652d96d30
38.3,392.2,0,0.04,7.31,1.52,6.62,34.6,,,,0.4,12.6,2,7.27,329,2f1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390032,d9024a18-5ac4-4fcd-8db4-e74652d96d30
36.6,354.31,0,0.05,7.31,1.52,8.61,30.3,,,,0.4,12.6,2,7.11,329,2e1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390031,d9024a18-5ac4-4fcd-8db4-e74652d96d30
34.1,396.9,0,0.04,7.31,1.52,4.08,33.3,,,,0.4,12.6,2,7.29,329,2d1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390030,d9024a18-5ac4-4fcd-8db4-e74652d96d30
32,394.23,0,0.01,5.65,0.46,2.97,50,,,,0.42,14.4,4,7.88,255,2c1d0bf0-c96e-ea11-a811-000d3af77de6,80,,,Active,Active,,,3390029,d9024a18-5ac4-4fcd-8db4-e74652d96d30
18.8,376.7,0,0.01,6.22,2.93,4.38,29.1,,,,0.4,15.6,1,6.6,265,2b1d0bf0-c96e-ea11-a811-000d3af77de6,60,,,Active,Active,,,3390028,d9024a18-5ac4-4fcd-8db4-e74652d96d30
9.9,393.37,0,0.02,6.22,2.93,5.03,31.1,,,,0.4,15.6,1,6.8,265,261d0bf0-c96e-ea11-a811-000d3af77de6,60,,,Active,Active,,,3390027,d9024a18-5ac4-4fcd-8db4-e74652d96d30
26.3,390.49,0,0.09,6.48,3.44,2.87,36.4,,,,0.44,15.2,5,7.18,398,231d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390026,d9024a18-5ac4-4fcd-8db4-e74652d96d30
30.8,389.71,0,0.07,6.48,3.44,4.69,30.5,,,,0.44,15.2,5,6.74,398,221d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390025,d9024a18-5ac4-4fcd-8db4-e74652d96d30
21.5,377.68,0,0.09,6.48,3.44,5.1,37,,,,0.44,15.2,5,6.95,398,211d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390024,d9024a18-5ac4-4fcd-8db4-e74652d96d30
38.9,396.9,0,0.08,4.57,3.44,5.39,34.9,,,,0.44,15.2,5,7.18,398,201d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390023,d9024a18-5ac4-4fcd-8db4-e74652d96d30
29.1,382.84,0,0.13,4.57,3.44,4.56,29.8,,,,0.44,15.2,5,6.56,398,1f1d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390022,d9024a18-5ac4-4fcd-8db4-e74652d96d30
41.1,393.87,0,0.08,3.79,3.44,6.68,32,,,,0.44,15.2,5,6.78,398,1e1d0bf0-c96e-ea11-a811-000d3af77de6,45,,,Active,Active,,,3390021,d9024a18-5ac4-4fcd-8db4-e74652d96d30
53.6,392.63,0,0.06,3.2,2.46,4.45,50,,,,0.49,17.8,3,7.83,193,1d1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390020,d9024a18-5ac4-4fcd-8db4-e74652d96d30
68.8,387.11,0,0.06,3.28,2.46,13.15,29.6,,,,0.49,17.8,3,6.15,193,1c1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390019,d9024a18-5ac4-4fcd-8db4-e74652d96d30
89.8,391,0,0.08,2.99,2.46,13.98,26.4,,,,0.49,17.8,3,5.6,193,1b1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390018,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.6,396.9,0,0.1,2.85,2.46,5.68,32.5,,,,0.49,17.8,3,6.56,193,1a1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390017,d9024a18-5ac4-4fcd-8db4-e74652d96d30
92.2,394.12,0,0.09,2.7,2.46,4.82,37.9,,,,0.49,17.8,3,7.16,193,191d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390016,d9024a18-5ac4-4fcd-8db4-e74652d96d30
62.2,396.9,0,0.07,2.6,2.46,9.45,36.2,,,,0.49,17.8,3,6.14,193,181d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390015,d9024a18-5ac4-4fcd-8db4-e74652d96d30
83.3,395.56,0,0.07,2.74,2.46,7.56,39.8,,,,0.49,17.8,3,7.76,193,171d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390014,d9024a18-5ac4-4fcd-8db4-e74652d96d30
58.4,396.9,0,0.06,2.83,2.46,5.04,37.2,,,,0.49,17.8,3,6.98,193,161d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390013,d9024a18-5ac4-4fcd-8db4-e74652d96d30
74.4,391.27,0,0.07,2.92,4.05,6.92,29.9,,,,0.51,16.6,5,6.86,296,151d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390012,d9024a18-5ac4-4fcd-8db4-e74652d96d30
73.4,395.6,0,0.05,3.32,4.05,6.29,24.6,,,,0.51,16.6,5,6.32,296,141d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390011,d9024a18-5ac4-4fcd-8db4-e74652d96d30
47.2,393.23,0,0.07,3.55,4.05,10.11,23.2,,,,0.51,16.6,5,6.02,296,131d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390010,d9024a18-5ac4-4fcd-8db4-e74652d96d30
33.1,390.96,0,0.07,3.13,4.05,5.33,29.4,,,,0.51,16.6,5,6.55,296,121d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390009,d9024a18-5ac4-4fcd-8db4-e74652d96d30
68.7,393.23,0,0.08,2.7,4.05,9.64,22.6,,,,0.51,16.6,5,5.86,296,111d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390008,d9024a18-5ac4-4fcd-8db4-e74652d96d30
84.1,395.5,0,0.09,2.65,4.05,9.04,23.6,,,,0.51,16.6,5,6.42,296,101d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390007,d9024a18-5ac4-4fcd-8db4-e74652d96d30
88.5,396.9,0,0.14,2.6,4.05,14.69,23.1,,,,0.51,16.6,5,5.57,296,0f1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390006,d9024a18-5ac4-4fcd-8db4-e74652d96d30
97.3,348.13,0,2.31,2.39,19.58,12.03,19.1,,,,0.6,14.7,5,5.88,403,0e1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390005,d9024a18-5ac4-4fcd-8db4-e74652d96d30
94.6,292.29,0,1.21,2.43,19.58,14.43,17.4,,,,0.6,14.7,5,5.88,403,0d1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390004,d9024a18-5ac4-4fcd-8db4-e74652d96d30
95.2,330.04,0,2.45,2.26,19.58,11.32,22.3,,,,0.6,14.7,5,6.4,403,0c1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390003,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.1,297.09,0,2.3,2.1,19.58,11.1,23.8,,,,0.6,14.7,5,6.32,403,0b1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390002,d9024a18-5ac4-4fcd-8db4-e74652d96d30
79.2,227.61,0,1.8,2.43,19.58,12.14,23.8,,,,0.6,14.7,5,5.88,403,0a1d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390001,d9024a18-5ac4-4fcd-8db4-e74652d96d30
96.2,369.3,0,2.01,2.05,19.58,3.7,50,,,,0.6,14.7,5,7.93,403,081d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3390000,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93,240.16,0,2.92,2.28,19.58,9.81,25,,,,0.6,14.7,5,6.1,403,071d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389999,d9024a18-5ac4-4fcd-8db4-e74652d96d30
91.8,395.11,0,2.24,2.42,19.58,11.64,22.7,,,,0.6,14.7,5,5.85,403,051d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389998,d9024a18-5ac4-4fcd-8db4-e74652d96d30
93.9,388.45,1,1.52,2.16,19.58,3.32,50,,,,0.6,14.7,5,8.38,403,041d0bf0-c96e-ea11-a811-000d3af77de6,0,,,Active,Active,,,3389997,d9024a18-5ac4-4fcd-8db4-e74652d96d30
